id,way,center
2258,way/1216111044,"-84.6250852,42.724294099999995"
2259,way/1216573155,"-84.47447095,45.638915"
2260,way/1216582519,"-86.0004412,42.670748"
2261,way/1216582520,"-86.00037015,42.6707849"
2262,way/1216582521,"-86.00030275,42.6708212"
2263,way/1216590513,"-85.35597615,43.315206599999996"
2264,way/1216930240,"-84.6237038,42.6723518"
2265,way/1217209232,"-84.5960872,42.680622150000005"
2266,way/1217209233,"-84.5959453,42.680624550000005"
2267,way/1217584967,"-83.7502281,45.059263900000005"
2268,way/1217664781,"-83.69687379999999,43.00910665"
2269,way/1218153781,"-84.27864875,45.420867599999994"
2270,way/1218156049,"-83.70133015,43.0050823"
2271,way/1218761648,"-85.51460715,42.2847422"
2272,way/1218823558,"-85.56668450000001,44.73242115"
2273,way/1218917757,"-85.23203720000001,43.09976425"
2274,way/1219107915,"-88.5352389,47.11095225"
2275,way/1219389145,"-83.90977125,45.2930654"
2276,way/1219801120,"-86.10368844999999,41.988916599999996"
2277,way/1219801121,"-86.10376529999999,41.9889177"
2278,way/1219814789,"-86.1211354,41.97426325"
2279,way/1219814790,"-86.1212691,41.9746655"
2280,way/1219814791,"-86.12147635,41.97466945"
2281,way/1221062177,"-83.064114,42.341742100000005"
2282,way/1221066527,"-83.18971965,42.46689495"
2283,way/1221066528,"-83.18979035000001,42.467051749999996"
2284,way/1221541520,"-82.52757215,42.625610449999996"
2285,way/1221541521,"-82.5274221,42.62554915"
2286,way/1221552856,"-82.54248675,42.6319078"
2287,way/1221552858,"-82.5441783,42.63169525"
2288,way/1221552859,"-82.54407499999999,42.631696149999996"
2289,way/1221768889,"-85.2773941,43.438384850000006"
2290,way/1221856528,"-84.54912585,42.70824465"
2291,way/1221980338,"-84.56641945,42.71575215"
2292,way/1221980339,"-84.56659865,42.715749"
2293,way/1221980340,"-84.56659865,42.715856099999996"
2294,way/1221980341,"-84.56642095000001,42.71586025"
2295,way/1222233871,"-85.76825020000001,42.87481765"
2296,way/1222316680,"-84.75698445,42.0468293"
2297,way/1222316681,"-84.7567699,42.04681975"
2298,way/1222544322,"-83.8891773,45.0667189"
2299,way/1222928100,"-87.16326864999999,46.0682969"
2300,way/1223197081,"-87.83213595000001,46.06690585"
2301,way/1223199474,"-87.69014135,45.96290515"
2302,way/1223276893,"-85.67245220000001,42.93150945"
2303,way/1223296250,"-86.2480013,43.20840845"
2304,way/1223296251,"-86.2480025,43.20855985"
2305,way/1223946368,"-83.18166975,42.569643150000005"
2306,way/1223946369,"-83.18099465,42.5697433"
2307,way/1225487934,"-83.9963813,44.24169025"
2308,way/1225643179,"-84.03078149999999,44.20353985"
2309,way/1225644183,"-84.0299591,44.1848181"
2310,way/1225648763,"-84.01361815,44.186228299999996"
2311,way/1225648764,"-84.0134257,44.1862423"
2312,way/1225661421,"-83.87803615,44.2278211"
2313,way/1225661422,"-83.87802885,44.227685199999996"
2314,way/1225666593,"-83.80460095,44.22857075"
2315,way/1225666594,"-83.80459465,44.228422300000005"
2316,way/1226255879,"-83.68980450000001,43.0089051"
2317,way/1226255880,"-83.6895392,43.00868655"
2318,way/1226446232,"-83.38291674999999,44.42457685"
2319,way/1226454340,"-83.32920025000001,44.40805205"
2320,way/1226699731,"-83.51854365,44.2741436"
2321,way/1227157666,"-83.8170655,44.41678605"
2322,way/1227395620,"-83.21358155,42.1465099"
2323,way/1227403591,"-83.20758380000001,42.145198949999994"
2324,way/1227406710,"-83.20352845,42.133746099999996"
2325,way/1227417122,"-83.17389195,42.14633025"
2326,way/1227417123,"-83.17406439999999,42.146346199999996"
2327,way/1227418720,"-83.195279,42.129744650000006"
2328,way/1227429703,"-83.20390625,42.120841600000006"
2329,way/1227441780,"-83.134705,42.25835845"
2330,way/1227587992,"-84.34250295,46.49752625"
2331,way/1227587993,"-84.34256305,46.497448399999996"
2332,way/1227587994,"-84.34262129999999,46.49737265"
2333,way/1227589405,"-84.40619945,46.485706500000006"
2334,way/1227597627,"-84.32153220000001,46.4831213"
2335,way/1227613288,"-84.3473071,46.48012155"
2336,way/1227921848,"-85.2028316,42.93186675"
2337,way/1228016218,"-85.07230254999999,42.91361705"
2338,way/1228061484,"-84.1197911,44.1299044"
2339,way/1228846365,"-85.60693555,43.8002303"
2340,way/1228965966,"-84.57813970000001,42.66091445000001"
2341,way/1229188280,"-82.94416190000001,42.9144432"
2342,way/1229511698,"-84.49132415,43.97852795"
2343,way/1229511699,"-84.4915029,43.9785361"
2344,way/1229745327,"-84.36205305,44.023972"
2345,way/1229745328,"-84.36215675,44.02402885"
2346,way/1230390249,"-86.00351875,42.67320075"
2347,way/1230402827,"-86.02167205,42.6841"
2348,way/1230458958,"-84.2494787,44.2775309"
2349,way/1230594188,"-84.48738460000001,43.87854425"
2350,way/1230661090,"-82.6106216,43.036613"
2351,way/1230668740,"-82.54971655,42.998801549999996"
2352,way/1230668741,"-82.54990675,42.9989508"
2353,way/1230668742,"-82.54952405,42.998637450000004"
2354,way/1230668743,"-82.54928405,42.998797550000006"
2355,way/1230672461,"-84.48061329999999,43.88211475"
2356,way/1230829540,"-85.14421565,43.4318408"
2357,way/1231149221,"-84.2155962,44.265030949999996"
2358,way/1231149279,"-84.2229178,44.2845333"
2359,way/1232198834,"-84.52674025,42.647095"
2360,way/1232200329,"-84.54137270000001,42.634670299999996"
2361,way/1232509887,"-84.43519624999999,42.6322368"
2362,way/1232509888,"-84.435026,42.63223495"
2363,way/1232804524,"-84.1141937,44.42424245"
2364,way/1232987833,"-83.01737795,42.3737436"
2365,way/1232991444,"-85.0243783,41.997869800000004"
2366,way/1232999416,"-84.8116084,42.1411348"
2367,way/1233114508,"-84.12388295,44.4185875"
2368,way/1234143158,"-85.67088305,42.85737935"
2369,way/1236656493,"-83.44271365,45.0796868"
2370,way/1237844947,"-85.849204,42.212811099999996"
2371,way/1237952601,"-88.6419228,46.098374899999996"
2372,way/1238307902,"-86.2610701,42.411734499999994"
2373,way/1238330983,"-86.1807767,42.796484250000006"
2374,way/1238705893,"-84.48121689999999,43.40923815"
2375,way/1238913190,"-85.59627864999999,42.272802049999996"
2376,way/1238914497,"-86.4586104,42.10382855"
2377,way/1238919196,"-83.7003869,42.2844624"
2378,way/1239255273,"-90.00103765,46.4712843"
2379,way/1239473720,"-86.2175161,43.0585334"
2380,way/1240619088,"-86.579668,41.8160494"
2381,way/1240892803,"-85.47367315,42.710731550000006"
2382,way/1240892804,"-85.47348905,42.710731550000006"
2383,way/1246202822,"-83.22713055,42.50992925"
2384,way/1246202823,"-83.22706265,42.50992805"
2385,way/1247712969,"-83.73015145,43.18040165"
2386,way/1247712970,"-83.7299691,43.1804046"
2387,way/1247954588,"-83.10236625,42.55552845"
2388,way/1248686177,"-83.45747345000001,45.05529685"
2389,way/1248844208,"-83.451764,45.0640549"
2390,way/1251221372,"-83.3754186,43.50849895"
2391,way/1251221429,"-83.37108624999999,43.5058917"
2392,way/1251765776,"-85.4899128,43.70444905"
2393,way/1253268837,"-83.92202125,42.96489975"
2394,way/1253268838,"-83.9220287,42.96507915"
2395,way/1253356568,"-83.9332383,42.9848826"
2396,way/1256028139,"-85.9668047,42.96447085"
2397,way/1256028140,"-85.9667474,42.964390050000006"
2398,way/1256028141,"-85.96668915000001,42.9643046"
2399,way/1256028146,"-85.96487445,42.9641285"
2400,way/1256028147,"-85.9647627,42.964174650000004"
2401,way/1256028148,"-85.9646491,42.964222449999994"
2402,way/1256028154,"-85.967034,42.96199515"
2403,way/1256028155,"-85.96703165,42.9618932"
2404,way/1256154966,"-85.9632186,42.962931600000005"
2405,way/1256154967,"-85.9632207,42.9628066"
2406,way/1256606677,"-86.10740055,42.5962551"
2407,way/1256606678,"-86.10747735000001,42.5962781"
2408,way/1256606679,"-86.10755510000001,42.596299900000005"
2409,way/1256640018,"-83.0173418,42.61374455"
2410,way/1256653313,"-83.70287035,43.118408349999996"
2411,way/1256653339,"-83.71623514999999,43.12159765"
2412,way/1256653340,"-83.71649529999999,43.12159615"
2413,way/1257902303,"-83.481026,42.3161094"
2414,way/1257902304,"-83.48103215,42.3159281"
2415,way/1257902305,"-83.48103040000001,42.3157358"
2416,way/1257902311,"-83.4809055,42.3162861"
2417,way/1257902312,"-83.48068135,42.316280899999995"
2418,way/1257915778,"-85.76385515,42.62006175"
2419,way/1257915779,"-85.76386415,42.620298899999995"
2420,way/1257922523,"-84.60684965,43.29664295"
2421,way/1257922524,"-84.60682735,43.296587099999996"
2422,way/1257922525,"-84.6068034,43.2965318"
2423,way/1257922526,"-84.6067751,43.296470299999996"
2424,way/1258304632,"-84.45453520000001,42.395630249999996"
2425,way/1258343265,"-83.63896115,42.061804949999996"
2426,way/1258383843,"-84.40161515,42.94231455"
2427,way/1258821160,"-84.3574007,45.99723535"
2428,way/1258821161,"-84.35754735,45.997231400000004"
2429,way/1259108610,"-83.6814024,43.45760545"
2430,way/1260641386,"-83.15753624999999,42.44208215"
2431,way/1262257655,"-89.9393528,46.4850944"
2432,way/1262257656,"-89.9395647,46.4850791"
2433,way/1262900332,"-86.00103265,42.7719956"
2434,way/1262900333,"-86.00070615,42.77153585"
2435,way/1264083681,"-85.13897825000001,42.72565755"
2436,way/1264083682,"-85.13884195,42.725656099999995"
2437,way/1264848320,"-86.03766195,43.56388035"
2438,way/1264848321,"-86.03749775,43.563879549999996"
2439,way/1264848360,"-86.0405003,43.574123150000005"
2440,way/1265101343,"-88.58812405,46.13026895"
2441,way/1265240170,"-84.39269525,43.7100333"
2442,way/1266082365,"-83.37668885,43.25458305"
2443,way/1266498480,"-84.1092992,42.9816713"
2444,way/1266498481,"-84.10944395,42.98167155"
2445,way/1266550169,"-84.16450560000001,43.003051150000005"
2446,way/1266550172,"-84.1641147,43.0030035"
2447,way/1266796763,"-83.9987752,42.91158275"
2448,way/1266811121,"-84.0371765,42.9406625"
2449,way/1266811141,"-84.0316866,42.943053899999995"
2450,way/1266811142,"-84.03168735,42.9431238"
2451,way/1266811143,"-84.03168855,42.9431801"
2452,way/1266830759,"-84.06830535,42.88084775"
2453,way/1266830767,"-84.06954255,42.8794902"
2454,way/1266905396,"-84.00748655000001,42.84218515"
2455,way/1266905446,"-83.94673075,42.8246258"
2456,way/1266905457,"-83.94057655,42.824673649999994"
2457,way/1266957521,"-83.1546493,42.530010399999995"
2458,way/1267104236,"-84.23762740000001,42.28726275"
2459,way/1267104244,"-84.2529312,42.285786099999996"
2460,way/1267120559,"-84.19987025,42.24698535"
2461,way/1267120621,"-84.193048,42.2546306"
2462,way/1267120640,"-84.1975531,42.251933949999994"
2463,way/1267131842,"-82.4963245,43.138848800000005"
2464,way/1267131887,"-82.48683695,43.086685200000005"
2465,way/1267131888,"-82.4867476,43.08668845"
2466,way/1267665482,"-86.24008845,42.202857800000004"
2467,way/1267665483,"-86.23992515,42.20287785"
2468,way/1268160194,"-85.2585303,43.266525900000005"
2469,way/1268160195,"-85.25878645,43.26651"
2470,way/1268167000,"-85.30508595,43.56188845"
2471,way/1268181851,"-85.27764295,43.90309675"
2472,way/1268189419,"-85.2827225,43.9279496"
2473,way/1268201699,"-86.48476679999999,43.68495225"
2474,way/1268201700,"-86.4845482,43.68494915"
2475,way/1268201799,"-86.48453855,43.6666481"
2476,way/1268449749,"-83.71249355,42.802982650000004"
2477,way/1268707864,"-84.17734235,42.842747450000005"
2478,way/1268707867,"-84.17144644999999,42.838651299999995"
2479,way/1268712134,"-84.29863065,42.805537099999995"
2480,way/1268712136,"-84.29838975,42.80576245"
2481,way/1268739463,"-84.3484076,42.887736399999994"
2482,way/1268784423,"-84.35118885,42.89654405"
2483,way/1268784425,"-84.3496716,42.89624945"
2484,way/1268784426,"-84.34967499999999,42.896309849999994"
2485,way/1268784427,"-84.34967885,42.8963732"
2486,way/1268785308,"-84.2209947,42.908128649999995"
2487,way/1269100468,"-83.2692385,42.6160091"
2488,way/1271182221,"-83.82599365,43.0722783"
2489,way/1271195278,"-83.85845069999999,43.0723759"
2490,way/1271195299,"-83.8465416,43.0686289"
2491,way/1271195300,"-83.8462871,43.06868095"
2492,way/1271545165,"-84.7081196,41.780857749999996"
2493,way/1271545166,"-84.70790505,41.78096735"
2494,way/1271588350,"-82.97097305,42.541064750000004"
2495,way/1271767664,"-83.3114111,42.60013895"
2496,way/1272052087,"-82.9447438,42.540476549999994"
2497,way/1272338728,"-82.94741085,42.53840905"
2498,way/1272338729,"-82.94741285,42.53858295"
2499,way/1272867924,"-83.3638731,42.54886945"
2500,node/8165688419,"-86.2789285,43.3417963"
2501,node/8165688421,"-86.2790952,43.3418434"
2502,node/8857631514,"-83.1772818,42.4927376"
2503,node/9036193478,"-83.133763,42.4672052"
2504,node/9143227580,"-85.5499131,42.3120032"
